Apellidos, Nombre;Fecha Inicio abono;Fecha Fin abono;Retribuciones;Cargo Público;Cód. Centro Orgánico;Centro Orgánico;Código Organo;Órgano;Código Dpto;Departamento;Fecha Inicio Relación;Fecha Fin Relación;Fecha Actualización
ANSOLA KAREAGA, IÑIGO;14/12/2016;31/12/2016;6.084,01 €;DIRECTOR/A GENERAL;063010000;DIRECCIÓN GENERAL / GERENCIA;063;EVE, Ente Vasco de la Energía;03;03 - DESARROLLO ECONÓMICO Y COMPETITIVIDAD;14/12/2016;;23/06/2017
ANSOLA KAREAGA, IÑÍGO;01/01/2014;31/12/2014;78.674,00 €;DIRECTOR/A GENERAL;061100000;DIRECCIÓN GENERAL;061;URA, Agencia Vasca del Agua;09;09 - MEDIO AMBIENTE Y POLÍTICA TERRITORIAL;30/01/2013;;30/11/2015
ANSOLA KAREAGA, IÑÍGO;01/01/2015;31/12/2015;78.673,84 €;DIRECTOR/A GENERAL;061100000;DIRECCIÓN GENERAL;061;URA, Agencia Vasca del Agua;09;09 - MEDIO AMBIENTE Y POLÍTICA TERRITORIAL;30/01/2013;;22/06/2016
ANSOLA KAREAGA, IÑÍGO;01/01/2016;13/12/2016;76.290,41 €;DIRECTOR/A GENERAL;061100000;DIRECCIÓN GENERAL;061;URA, Agencia Vasca del Agua;09;09 - MEDIO AMBIENTE Y POLÍTICA TERRITORIAL;30/01/2013;13/12/2016;23/06/2017
ANSOTEGI ELORDI, FATIMA;01/01/2014;31/12/2014;67.087,04 €;DIRECTOR/A;008010000;DIRECCIÓN DEL GABINETE DEL CONSEJERO;008;Departamento de Salud;08;08 - SALUD;03/01/2013;;30/11/2015
ANSOTEGI ELORDI, FATIMA;01/01/2015;31/12/2015;67.087,02 €;DIRECTOR/A;008010000;DIRECCIÓN DEL GABINETE DEL CONSEJERO;008;Departamento de Salud;08;08 - SALUD;03/01/2013;;22/06/2016
ANSOTEGI ELORDI, FATIMA;01/01/2016;31/12/2016;67.757,90 €;DIRECTOR/A;008010000;DIRECCIÓN DEL GABINETE DEL CONSEJERO;008;Departamento de Salud;08;08 - SALUD;03/01/2013;21/04/2017;23/06/2017
ANTIA VINOS, NEREA;01/01/2014;31/12/2014;66.567,92 €;ASESOR/A DE GESTIÓN ESTRATÉGICA;008000000;CONSEJERÍA;008;Departamento de Salud;08;08 - SALUD;29/04/2013;;30/11/2015
ANTIA VINOS, NEREA;01/01/2015;31/12/2015;67.087,02 €;ASESOR/A DE GESTIÓN ESTRATÉGICA;008000000;CONSEJERÍA;008;Departamento de Salud;08;08 - SALUD;29/04/2013;;22/06/2016
ANTIA VINOS, NEREA;01/01/2016;27/11/2016;58.078,20 €;ASESOR/A DE GESTIÓN ESTRATÉGICA;008000000;CONSEJERÍA;008;Departamento de Salud;08;08 - SALUD;29/04/2013;27/11/2016;23/06/2017
ANTIA VINOS, NEREA;28/11/2016;31/12/2016;9.679,71 €;ASESOR/A DE GESTIÓN ESTRATÉGICA;008000000;CONSEJERÍA;008;Departamento de Salud;08;08 - SALUD;28/11/2016;;23/06/2017
ANTON ZARRAGOITIA, MIKEL;01/01/2014;31/12/2014;69.909,14 €;DIRECTOR/A;001220000;DIRECCIÓN DE ASUNTOS EUROPEOS;001;Lehendakaritza;01;01 - LEHENDAKARITZA;19/04/2013;;30/11/2015
ANTON ZARRAGOITIA, MIKEL;01/01/2015;31/12/2015;69.909,12 €;DIRECTOR/A;001220000;DIRECCIÓN DE ASUNTOS EUROPEOS;001;Lehendakaritza;01;01 - LEHENDAKARITZA;19/04/2013;;22/06/2016
ANTON ZARRAGOITIA, MIKEL;01/01/2016;31/12/2016;70.608,50 €;DIRECTOR/A;001220000;DIRECCIÓN DE ASUNTOS EUROPEOS;001;Lehendakaritza;01;01 - LEHENDAKARITZA;19/04/2013;;23/06/2017
ARANA ARABAOLAZA, JOSE NESTOR;13/06/2015;31/12/2015;39.627,94 €;DIRECTOR/A;053110000;DIRECCIÓN DE SERVICIOS GENERALES;053;LANBIDE, Servicio Vasco de Empleo;04;04 - EMPLEO Y POLÍTICAS SOCIALES;13/06/2015;;22/06/2016
ARANA ARABAOLAZA, JOSE NESTOR;01/01/2016;31/12/2016;73.906,50 €;DIRECTOR/A;053110000;DIRECCIÓN DE SERVICIOS GENERALES;053;LANBIDE, Servicio Vasco de Empleo;04;04 - EMPLEO Y POLÍTICAS SOCIALES;13/06/2015;;23/06/2017
ARANBARRI URZELAI, ASIER;01/01/2014;31/12/2014;67.087,04 €;ASESOR/A EN MATERIA DE MODERNIZACIÓN ADMNISTRATIVA;002000000;CONSEJERÍA;002;Departamento de Administración Pública y Justicia;02;02 - ADMINISTRACIÓN PÚBLICA Y JUSTICIA;06/05/2013;;30/11/2015
ARANBARRI URZELAI, ASIER;01/01/2015;31/12/2015;67.087,02 €;ASESOR/A EN MATERIA DE MODERNIZACIÓN ADMNISTRATIVA;002000000;CONSEJERÍA;002;Departamento de Administración Pública y Justicia;02;02 - ADMINISTRACIÓN PÚBLICA Y JUSTICIA;06/05/2013;;22/06/2016
ARANBARRI URZELAI, ASIER;01/01/2016;31/08/2016;45.189,47 €;ASESOR/A EN MATERIA DE MODERNIZACIÓN ADMNISTRATIVA;002000000;CONSEJERÍA;002;Departamento de Administración Pública y Justicia;02;02 - ADMINISTRACIÓN PÚBLICA Y JUSTICIA;06/05/2013;31/08/2016;23/06/2017
ARCAUTE CORDON, IÑIGO;07/04/2014;31/12/2014;40.069,49 €;DIRECTOR/A GESTIÓN GR.4;060112000;HOSPITAL LEZA;060;OSAKIDETZA - Servicio vasco de salud;08;08 - SALUD;07/04/2014;;30/11/2015
ARCAUTE CORDON, IÑIGO;01/01/2015;31/12/2015;54.640,04 €;DIRECTOR/A GESTIÓN GR.4;060112000;ORGANIZACIÓN SANITARIA INTEGRADA ARABAKO ERRIOXA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;07/04/2014;31/12/2015;22/06/2016
ARCAUTE CORDON, IÑIGO;01/01/2016;31/12/2016;55.186,46 €;DIRECTOR/A GESTIÓN GR.4;060112000;ORGANIZACIÓN SANITARIA INTEGRADA ARABAKO ERRIOXA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;01/01/2016;;23/06/2017
ARCELAY SALAZAR, ANDONI;15/04/2015;31/12/2015;54.161,16 €;DIRECTOR/A GERENTE GR.3;060135000;ORGANIZACIÓN SANITARIA INTEGRADA ALTO DEBA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;15/04/2015;;22/06/2016
ARCELAY SALAZAR, ANDONI;01/01/2016;31/12/2016;77.414,96 €;DIRECTOR/A GERENTE GR.3;060135000;ORGANIZACIÓN SANITARIA INTEGRADA ALTO DEBA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;15/04/2015;24/01/2017;23/06/2017
ARCELUS MUGICA, CARMELO;01/01/2014;31/12/2014;84.797,15 €;VICECONSEJERO/A;005200000;VICECONSEJERÍA DE ADMINISTRACIÓN Y SERVICIOS GENERALES;005;Departamento de Hacienda y Finanzas;05;05 - HACIENDA Y FINANZAS;19/04/2013;;30/11/2015
ARCELUS MUGICA, CARMELO;01/01/2015;31/12/2015;86.017,27 €;VICECONSEJERO/A;005200000;VICECONSEJERÍA DE ADMINISTRACIÓN Y SERVICIOS GENERALES;005;Departamento de Hacienda y Finanzas;05;05 - HACIENDA Y FINANZAS;19/04/2013;;22/06/2016
ARCELUS MUGICA, CARMELO;01/01/2016;13/12/2016;82.815,72 €;VICECONSEJERO/A;005200000;VICECONSEJERÍA DE ADMINISTRACIÓN Y SERVICIOS GENERALES;005;Departamento de Hacienda y Finanzas;05;05 - HACIENDA Y FINANZAS;19/04/2013;13/12/2016;23/06/2017
ARCELUS MUGICA, CARMELO;14/12/2016;31/12/2016;3.587,46 €;DIRECTOR/A;010020000;DIRECCIÓN DE SERVICIOS;010;Departamento de Cultura y Política Lingüística;10;10 - CULTURA Y POLÍTICA LINGÜÍSTICA;14/12/2016;;23/06/2017
AREVALO TURRILLAS, JORGE;01/01/2014;31/12/2014;85.036,71 €;VICECONSEJERO/A;006300000;VICECONSEJERÍA DE FORMACIÓN PROFESIONAL;006;Departamento de Educación, Política Lingüística y Cultura;06;06 - EDUCACIÓN, POLÍTICA LINGÜÍSTICA Y CULTURA;25/04/2013;;30/11/2015
AREVALO TURRILLAS, JORGE;01/01/2015;31/12/2015;86.238,28 €;VICECONSEJERO/A;006300000;VICECONSEJERÍA DE FORMACIÓN PROFESIONAL;006;Departamento de Educación, Política Lingüística y Cultura;06;06 - EDUCACIÓN, POLÍTICA LINGÜÍSTICA Y CULTURA;25/04/2013;;22/06/2016
AREVALO TURRILLAS, JORGE;01/01/2016;31/12/2016;87.165,70 €;VICECONSEJERO/A;006300000;VICECONSEJERÍA DE FORMACIÓN PROFESIONAL;006;Departamento de Educación, Política Lingüística y Cultura;06;06 - EDUCACIÓN, POLÍTICA LINGÜÍSTICA Y CULTURA;25/04/2013;;23/06/2017
ARIAS MARTINEZ, MIREN KARMELE;01/01/2014;31/12/2014;71.602,40 €;DIRECTOR/A;007130000;DIRECCIÓN DE RECURSOS HUMANOS;007;Departamento de Seguridad;07;07 - SEGURIDAD;25/01/2013;;30/11/2015
ARIAS MARTINEZ, MIREN KARMELE;01/01/2015;31/12/2015;72.695,18 €;DIRECTOR/A;007130000;DIRECCIÓN DE RECURSOS HUMANOS;007;Departamento de Seguridad;07;07 - SEGURIDAD;25/01/2013;;22/06/2016
ARIAS MARTINEZ, MIREN KARMELE;01/01/2016;31/12/2016;73.913,16 €;DIRECTOR/A;007130000;DIRECCIÓN DE RECURSOS HUMANOS;007;Departamento de Seguridad;07;07 - SEGURIDAD;25/01/2013;;23/06/2017
ARIETA-ARAUNABEÑA IBARZABAL,  JUAN ANTONIO;24/12/2016;31/12/2016;0,00 €;DIRECTOR/A;002110000;"DIRECCIÓN DE LA SECRETARÍA DEL GOBIERNO Y RELACIONES CON
PARLAMENTO";002;Departamento de Gobernanza Pública y Autogobierno;02;02 - GOBERNANZA PÚBLICA Y AUTOGOBIERNO;24/12/2016;;23/06/2017
ARPON SADABA, LAURA;02/12/2016;31/12/2016;5.472,84 €;ASESOR/A DE POLÍTICA TERRITORIAL;004000000;CONSEJERÍA;004;Departamento de Empleo y Políticas Sociales;04;04 - EMPLEO Y POLÍTICAS SOCIALES;02/12/2016;13/03/2017;23/06/2017
ARISPE RUIZ DE GAUNA, JAVIER;01/01/2014;31/12/2014;73.920,74 €;DIRECTOR/A DE PERSONAL GR.1;060111000;PARLAMENTO;060;OSAKIDETZA - Servicio vasco de salud;08;08 - SALUD;26/01/2013;27/02/2015;30/11/2015
ARISPE RUIZ DE GAUNA, JAVIER;01/01/2015;27/02/2015;12.099,88 €;DIRECTOR/A DE PERSONAL GR.1;060111000;ORGANIZACIÓN SANITARIA INTEGRADA ARABA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;26/01/2013;27/02/2015;22/06/2016
ARMENTIA MACAZAGA, JOSE MARIA;01/01/2014;31/12/2014;73.100,02 €;DIRECTOR/A DIVISIÓN CORPORATIVA DE RECURSOS HUMANOS;060010000;DIRECCIÓN GENERAL;060;OSAKIDETZA - Servicio vasco de salud;08;08 - SALUD;18/02/2013;;30/11/2015
ARMENTIA MACAZAGA, JOSE MARIA;01/01/2015;31/12/2015;73.100,02 €;DIRECTOR/A DIVISIÓN CORPORATIVA DE RECURSOS HUMANOS;060010000;DIRECCIÓN GENERAL;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;18/02/2013;;22/06/2016
ARMENTIA MACAZAGA, JOSE MARIA;01/01/2016;31/12/2016;74.397,72 €;DIRECTOR/A DIVISIÓN CORPORATIVA DE RECURSOS HUMANOS;060010000;DIRECCIÓN GENERAL;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;18/02/2013;;23/06/2017
ARRAIZA ARMENDARIZ, ANTONIO;01/01/2014;31/12/2014;82.482,37 €;DIRECTOR/A DIVISIÓN CORPORATIVA DE ASISTENCIA SANITARIA;060010000;DIRECCIÓN GENERAL;060;OSAKIDETZA - Servicio vasco de salud;08;08 - SALUD;24/01/2013;;30/11/2015
ARRAIZA ARMENDARIZ, ANTONIO;01/01/2015;31/12/2015;82.971,87 €;DIRECTOR/A DIVISIÓN CORPORATIVA DE ASISTENCIA SANITARIA;060010000;DIRECCIÓN GENERAL;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;24/01/2013;;22/06/2016
ARRAIZA ARMENDARIZ, ANTONIO;01/01/2016;20/12/2016;80.169,96 €;DIRECTOR/A DIVISIÓN CORPORATIVA DE ASISTENCIA SANITARIA;060010000;DIRECCIÓN GENERAL;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;24/01/2013;20/12/2016;23/06/2017
ARRESE ZABALA, ASIER;01/01/2014;31/12/2014;77.591,50 €;DIRECTOR/A GERENTE;101010000;Fundación Hazi;101;Fundación Hazi;03;03 - DESARROLLO ECONÓMICO Y COMPETITIVIDAD;07/02/2013;;30/11/2015
ARRESE ZABALA, ASIER;01/01/2015;31/12/2015;78.780,23 €;DIRECTOR/A GERENTE;101010000;DIRECCIÓN GENERAL / GERENCIA;101;Fundación Hazi;03;03 - DESARROLLO ECONÓMICO Y COMPETITIVIDAD;07/02/2013;;22/06/2016
ARRESE ZABALA, ASIER;01/01/2016;31/12/2016;79.335,06 €;DIRECTOR/A GERENTE;101010000;DIRECCIÓN GENERAL / GERENCIA;101;Fundación Hazi;03;03 - DESARROLLO ECONÓMICO Y COMPETITIVIDAD;07/02/2013;;23/06/2017
ARRIETA GOIRI,  XABIER PATXI;01/01/2014;31/12/2014;81.818,44 €;DIRECTOR/A GENERAL;172010000;Izenpe, S.A.;172;Izenpe, S.A.;05;05 - HACIENDA Y FINANZAS;07/03/2013;02/07/2015;30/11/2015
ARRIETA GOIRI,  XABIER PATXI;01/01/2015;02/07/2015;45.101,56 €;DIRECTOR/A GENERAL;172010000;DIRECCIÓN GENERAL / GERENCIA;172;Izenpe, S.A.;05;05 - HACIENDA Y FINANZAS;07/03/2013;02/07/2015;22/06/2016
ARRIETA GOIRI, XABIER PATXI;03/07/2015;31/12/2015;33.182,26 €;DIRECTOR/A;005210000;DIRECCIÓN DE INFORMÁTICA Y TELECOMUNICACIONES;005;Departamento de Hacienda y Finanzas;05;05 - HACIENDA Y FINANZAS;03/07/2015;;22/06/2016
ARRIETA GOIRI, XABIER PATXI;01/01/2016;31/12/2016;67.757,90 €;DIRECTOR/A;005210000;DIRECCIÓN DE INFORMÁTICA Y TELECOMUNICACIONES;005;Departamento de Hacienda y Finanzas;05;05 - HACIENDA Y FINANZAS;03/07/2015;;23/06/2017
ARRIETA HERAS, TOMÁS;01/01/2014;31/12/2014;82.115,33 €;PRESIDENTE/A;205010000;Consejo de Relaciones Laborales;205;Consejo de Relaciones Laborales;88;88 - Otros Entes, LEY 1/2014, de 26 de junio;27/02/2013;;30/11/2015
ARRIETA HERAS, TOMÁS;01/01/2015;31/12/2015;82.650,04 €;PRESIDENTE/A;205010000;PRESIDENCIA;205;CRL, Consejo de Relaciones Laborales;88;88 - Otros Entes, LEY 1/2014, de 26 de junio;27/02/2013;;22/06/2016
ARRIETA HERAS, TOMÁS;01/01/2016;31/12/2016;83.477,52 €;PRESIDENTE/A;205010000;PRESIDENCIA;205;CRL, Consejo de Relaciones Laborales;88;88 - Otros Entes, LEY 1/2014, de 26 de junio;27/02/2013;;23/06/2017
ARRIOLA LIZARRITURRI, ALEXANDER;01/01/2014;31/12/2014;86.674,00 €;DIRECTOR/A GENERAL;136010000;SPRI, Sociedad para la Transformación Competitiva;136;SPRI, Sociedad para la Transformación Competitiva;03;03 - DESARROLLO ECONÓMICO Y COMPETITIVIDAD;22/03/2013;;30/11/2015
ARRIOLA LIZARRITURRI, ALEXANDER;01/01/2015;31/12/2015;84.985,17 €;DIRECTOR/A GENERAL;136010000;DIRECCIÓN GENERAL / GERENCIA;136;SPRI, Sociedad para la Transformación Competitiva;03;03 - DESARROLLO ECONÓMICO Y COMPETITIVIDAD;22/03/2013;;22/06/2016
ARRIOLA LIZARRITURRI, ALEXANDER;01/01/2016;31/12/2016;88.886,77 €;DIRECTOR/A GENERAL;136010000;DIRECCIÓN GENERAL / GERENCIA;136;SPRI, Sociedad para la Transformación Competitiva;03;03 - DESARROLLO ECONÓMICO Y COMPETITIVIDAD;22/03/2013;;23/06/2017
ARRIOLA LOPEZ, IGNACIO MARIA;28/11/2016;31/12/2016;9.584,57 €;CONSEJERO/A DEL DEPARTAMENTO;005000000;CONSEJERÍA;005;Departamento de Medio Ambiente, Planif.Territorial y Vivienda;05;05 - MEDIO AMBIENTE, PLANIF.TERRI. Y VIVIENDA;28/11/2016;;23/06/2017
ARRIZABALAGA AGUIRREAZALDEGUI, JULIO;01/01/2014;31/12/2014;80.626,94 €;DIRECTOR/A CIENTÍFICO GR.1;060131000;ORGANIZACIÓN SANITARIA INTEGRADA DONOSTIALDEA;060;OSAKIDETZA - Servicio vasco de salud;08;08 - SALUD;16/08/2010;31/12/2014;30/11/2015
ARRIZABALAGA CALZACORTA, MAITANE;01/01/2014;31/12/2014;73.666,54 €;DIRECTOR/A DE PERSONAL GR.1;060121000;ORGANIZACIÓN SANITARIA INTEGRADA EZKERRALDEA ENKARTERRI CRUCES;060;OSAKIDETZA - Servicio vasco de salud;08;08 - SALUD;15/02/2013;31/12/2014;30/11/2015
ARRIZABALAGA CALZACORTA, MAITANE;01/01/2015;31/12/2015;74.941,77 €;DIRECTOR/A DE PERSONAL GR.1;060121000;ORGANIZACIÓN SANITARIA INTEGRADA EZKERRALDEA ENKARTERRI CRUCES;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;01/01/2015;;22/06/2016
ARRIZABALAGA CALZACORTA, MAITANE;01/01/2016;31/12/2016;73.884,47 €;DIRECTOR/A DE PERSONAL GR.1;060121000;ORGANIZACIÓN SANITARIA INTEGRADA EZKERRALDEA ENKARTERRI CRUCES;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;01/01/2015;;23/06/2017
ARRIZABALAGA ORMAECHEA, IÑAKI;01/01/2014;31/12/2014;71.602,40 €;DIRECTOR/A;004020000;DIRECCIÓN DE SERVICIOS;004;Departamento de Empleo y Políticas Sociales;04;04 - EMPLEO Y POLÍTICAS SOCIALES;25/04/2013;;30/11/2015
ARRIZABALAGA ORMAECHEA, IÑAKI;01/01/2015;31/12/2015;72.630,60 €;DIRECTOR/A;004020000;DIRECCIÓN DE SERVICIOS;004;Departamento de Empleo y Políticas Sociales;04;04 - EMPLEO Y POLÍTICAS SOCIALES;25/04/2013;;22/06/2016
ARRIZABALAGA ORMAECHEA, IÑAKI;01/01/2016;31/12/2016;73.881,78 €;DIRECTOR/A;004020000;DIRECCIÓN DE SERVICIOS;004;Departamento de Empleo y Políticas Sociales;04;04 - EMPLEO Y POLÍTICAS SOCIALES;25/04/2013;;23/06/2017
ARRUABARRENA JULIAN, MALENTXO;01/01/2014;31/12/2014;82.285,63 €;DIRECTOR/A GENERAL (RANGO VICECONSEJERO/A);045100000;DIRECCIÓN GENERAL;045;Academia Vasca de Policía y Emergencias;07;07 - SEGURIDAD;16/01/2013;;30/11/2015
ARRUABARRENA JULIAN, MALENTXO;01/01/2015;31/12/2015;83.292,57 €;DIRECTOR/A GENERAL (RANGO VICECONSEJERO/A);045100000;DIRECCIÓN GENERAL;045;Academia Vasca de Policía y Emergencias;07;07 - SEGURIDAD;16/01/2013;;22/06/2016
ARRUABARRENA JULIAN, MALENTXO;01/01/2016;31/12/2016;84.207,69 €;DIRECTOR/A GENERAL (RANGO VICECONSEJERO/A);045100000;DIRECCIÓN GENERAL;045;Academia Vasca de Policía y Emergencias;07;07 - SEGURIDAD;16/01/2013;;23/06/2017
ARTEAGA DAÑOBEITIA, AMAIA;13/06/2015;31/12/2015;38.447,30 €;DIRECTOR/A;004110000;DIRECCIÓN DE PLANIFICACIÓN E INNOVACIÓN EN EL EMPLEO;004;Departamento de Empleo y Políticas Sociales;04;04 - EMPLEO Y POLÍTICAS SOCIALES;13/06/2015;;22/06/2016
ARTEAGA DAÑOBEITIA, AMAIA;01/01/2016;31/12/2016;70.457,44 €;DIRECTOR/A;004110000;DIRECCIÓN DE PLANIFICACIÓN E INNOVACIÓN EN EL EMPLEO;004;Departamento de Empleo y Políticas Sociales;04;04 - EMPLEO Y POLÍTICAS SOCIALES;13/06/2015;21/04/2017;23/06/2017
ARTEAGOITIA GONZALEZ, Mª LUISA;01/01/2014;31/12/2014;71.252,47 €;DIRECTOR/A;008150000;DIRECCIÓN DE PLANIFICACIÓN, ORDENACIÓN Y EVALUACIÓN SANITARIA;008;Departamento de Salud;08;08 - SALUD;19/04/2013;04/05/2015;30/11/2015
ARTEAGOITIA GONZALEZ, Mª LUISA;01/01/2015;04/05/2015;24.427,79 €;DIRECTOR/A;008150000;DIRECCIÓN DE PLANIFICACIÓN, ORDENACIÓN Y EVALUACIÓN SANITARIA;008;Departamento de Salud;08;08 - SALUD;19/04/2013;04/05/2015;22/06/2016
ARTEAGOITIA GONZALEZ, Mª LUISA;05/05/2015;31/12/2015;46.814,05 €;DIRECTOR/A DEL INSTITUTO VASCO DE INNOVACIÓN SANITARIA;107000000;DIRECCIÓN GENERAL / GERENCIA;107;BIOEF, Fundación Vasca de Innovación e Investigación Sanitarias;08;08 - SALUD;05/05/2015;;22/06/2016
ARTEAGOITIA GONZALEZ, Mª LUISA;01/01/2016;31/12/2016;71.979,46 €;DIRECTOR/A DEL INSTITUTO VASCO DE INNOVACIÓN SANITARIA;107000000;DIRECCIÓN GENERAL / GERENCIA;107;BIOEF, Fundación Vasca de Innovación e Investigación Sanitarias;08;08 - SALUD;05/05/2015;;23/06/2017
ARTECHE PALOMAR, EUGENIO;01/01/2014;31/12/2014;71.474,45 €;DIRECTOR/A;007120000;DIRECCIÓN DE RÉGIMEN JURÍDICO, SERVICIOS Y PROCESOS ELECTORALES;007;Departamento de Seguridad;07;07 - SEGURIDAD;19/04/2013;;30/11/2015
ARTECHE PALOMAR, EUGENIO;01/01/2015;31/12/2015;72.601,59 €;DIRECTOR/A;007120000;DIRECCIÓN DE RÉGIMEN JURÍDICO, SERVICIOS Y PROCESOS ELECTORALES;007;Departamento de Seguridad;07;07 - SEGURIDAD;19/04/2013;;22/06/2016
ARTECHE PALOMAR, EUGENIO;01/01/2016;31/12/2016;73.409,25 €;DIRECTOR/A;007120000;DIRECCIÓN DE RÉGIMEN JURÍDICO, SERVICIOS Y PROCESOS ELECTORALES;007;Departamento de Seguridad;07;07 - SEGURIDAD;19/04/2013;;23/06/2017
ARTOLAZABAL ALBENIZ, BEATRIZ;01/01/2014;31/12/2014;73.762,72 €;DIRECTOR/A DIVISIÓN CORPORATIVA DE ECONÓMICO-FINANCIERO;060010000;DIRECCIÓN GENERAL;060;OSAKIDETZA - Servicio vasco de salud;08;08 - SALUD;17/01/2013;06/07/2015;30/11/2015
ARTOLAZABAL ALBENIZ, BEATRIZ;01/01/2015;06/07/2015;40.559,78 €;DIRECTOR/A DIVISIÓN CORPORATIVA DE ECONÓMICO-FINANCIERO;060010000;DIRECCIÓN GENERAL;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;17/01/2013;06/07/2015;22/06/2016
ARTOLAZABAL ALBENIZ, BEATRIZ;28/11/2016;31/12/2016;40.559,78 €;CONSEJERO/A DEL DEPARTAMENTO;004000000;CONSEJERÍA;004;Departamento de Empleo y Políticas Sociales;04;04 - EMPLEO Y POLÍTICAS SOCIALES;28/11/2016;;23/06/2017
ARZALLUZ LOROÑO, MIREN BEGOÑA;31/12/2016;31/12/2016;189,00 €;DIRECTOR/A GENERAL;067100000;DIRECCIÓN GENERAL / GERENCIA;067;Instituto Vasco Etxepare Euskal Institutua / Basque Institute;06;06 - EDUCACIÓN, POLÍTICA LINGÜÍSTICA Y CULTURA;31/12/2016;;23/06/2017
ASTIGARRAGA GOENAGA, Mª TERESA;04/03/2014;31/12/2014;72.163,17 €;VOCAL COMISIÓN JURÍDICA ASESORA DE EUSKADI;049000000;COMISIÓN JURÍDICA ASESORA DE EUSKADI;049;COJUAE, Comisión Jurídica Asesora de Euskadi;02;02 - ADMINISTRACIÓN PÚBLICA Y JUSTICIA;04/03/2014;;30/11/2015
ASTIGARRAGA GOENAGA, Mª TERESA;01/01/2015;31/12/2015;72.415,97 €;VOCAL COMISIÓN JURÍDICA ASESORA DE EUSKADI;049000000;COMISIÓN JURÍDICA ASESORA DE EUSKADI;049;COJUAE, Comisión Jurídica Asesora de Euskadi;02;02 - ADMINISTRACIÓN PÚBLICA Y JUSTICIA;04/03/2014;;22/06/2016
ATORRASAGASTI CALCEDO, AITZIBER;31/12/2016;31/12/2016;0,00 €;DIRECTOR/A;010120000;DIRECCIÓN DE PROMOCIÓN DE LA CULTURA;010;Departamento de Cultura y Política Lingüística;10;10 - CULTURA Y POLÍTICA LINGÜÍSTICA;31/12/2016;;23/06/2017
AURREKOETXEA BILBAO, MIREN ARANTZA;01/01/2014;31/12/2014;81.013,53 €;VICECONSEJERO/A;006200000;VICECONSEJERÍA DE EDUCACIÓN;006;Departamento de Educación, Política Lingüística y Cultura;06;06 - EDUCACIÓN, POLÍTICA LINGÜÍSTICA Y CULTURA;19/12/2012;;30/11/2015
AURREKOETXEA BILBAO, MIREN ARANTZA;01/01/2015;31/12/2015;81.114,97 €;VICECONSEJERO/A;006200000;VICECONSEJERÍA DE EDUCACIÓN;006;Departamento de Educación, Política Lingüística y Cultura;06;06 - EDUCACIÓN, POLÍTICA LINGÜÍSTICA Y CULTURA;19/12/2012;;22/06/2016
AURREKOETXEA BILBAO, MIREN ARANTZA;01/01/2016;30/12/2016;81.630,97 €;VICECONSEJERO/A;006200000;VICECONSEJERÍA DE EDUCACIÓN;006;Departamento de Educación, Política Lingüística y Cultura;06;06 - EDUCACIÓN, POLÍTICA LINGÜÍSTICA Y CULTURA;19/12/2012;30/12/2016;23/06/2017
AUSIN UNZURRUNZAGA, JOSE ANTONIO;01/01/2014;31/12/2014;68.980,20 €;TITULAR ÓRGANO ADMINISTRATIVO;051000000;Órgano Administrativo de Recursos Contractuales de la CAE;051;OARC, Órgano Administrativo de Recursos Contractuales de la CAE;05;05 - HACIENDA Y FINANZAS;04/06/2011;;30/11/2015
AUSIN UNZURRUNZAGA, JOSE ANTONIO;01/01/2015;31/12/2015;73.385,68 €;TITULAR ÓRGANO ADMINISTRATIVO;051000000;ÓRGANO ADMINISTRATIVO DE RECURSOS CONTRACTUALES DE LA CAE;051;OARC, Órgano Administrativo de Recursos Contractuales de la CAE;05;05 - HACIENDA Y FINANZAS;04/06/2011;;22/06/2016
AZCUE MUGICA, LEANDRO;01/01/2014;31/12/2014;67.087,04 €;DIRECTOR/A;003430000;DIRECCION DE PESCA Y ACUICULTURA;003;Departamento de Desarrollo Económico y Competitividad;03;03 - DESARROLLO ECONÓMICO Y COMPETITIVIDAD;04/01/2013;;30/11/2015
AZCUE MUGICA, LEANDRO;01/01/2015;31/12/2015;67.087,02 €;DIRECTOR/A;003430000;DIRECCION DE PESCA Y ACUICULTURA;003;Departamento de Desarrollo Económico y Competitividad;03;03 - DESARROLLO ECONÓMICO Y COMPETITIVIDAD;04/01/2013;;22/06/2016
AZCUE MUGICA, LEANDRO;01/01/2016;31/12/2016;67.757,90 €;DIRECTOR/A;003430000;DIRECCION DE PESCA Y ACUICULTURA;003;Departamento de Desarrollo Económico y Competitividad;03;03 - DESARROLLO ECONÓMICO Y COMPETITIVIDAD;04/01/2013;;23/06/2017
