Registro de contratos del Sector Público de Euskadi del 2017																																																																																			
																																																																																			
Fecha de última actualización	15/02/2017																																																																																		
																																																																																			
																																																																																			
Estado contrato	Título de contrato	Tipo de contrato	Año del contrato	Contrato menor	Ámbito	Tipo de administración	Tipo de administración Local	Poder adjudicador	Entidad impulsora	Órgano contratante	Entidad Tramitadora	Mesa de contratación	Objeto del contrato	Código identificador del contrato	Lugar de ejecución	¿Lugar ejecución principal en la Unión Europea?	NUTS	Países	Código CPV	¿Contratación por lotes?	¿Contratación mixto?	¿Acuerdo marco?	¿Contrato complementario?	¿Publicidad?	Fecha publicación en el BOE	Fecha publicación en el BOPV	Fecha publicación en el boletín de territorio histórico	Fecha publicación en el DOUE	Fecha publicación en el perfil de contratante	Anuncios prensa	Tramitación	Procedimiento de adjudicación	Criterios de valoración	Importe de licitación sin IVA	Importe de licitación con IVA	IVA del importe de licitación	Importe de adjudicación sin IVA	Importe de adjudicación con IVA	IVA del importe de adjudicación	Plazo de ejecución	Plazo de ejecución (meses)	¿Carácter plurianual?	Anualidad	¿Revisión de precios establecidos?	Nº de licitadores presentados	Adjudicatario	Fecha de adjudicación	Fecha de formalización	Observación de la adjudicación/ formalización del contrato en castellano	Observación de la adjudicación/ formalización del contrato en euskera	Fórmulas de revisión de precios	Clasificación exigida	Aportaciones públicas a la construcción	Plazo de concesión (meses)	Modalidad de contratación	Duración	Modalidad importe	Valor modalidad	Tipo de contrato de suministro	Precios unitarios	País de origen de los productos adquiridos	Modalidad de determinación del precio	Indicación del supuesto de aplicación que amparó el uso del procedimiento	Número de invitaciones	¿Indicador de ingreso?	Modalidad que determina el importe del contrato	Modificación del objeto	Modificación del plazo	Modificación del adjudicatario	Concepto castellano	Concepto euskera	Fecha acuerdo	Importe	Resolución contrato	Finalización contrato	Porcentaje	Participantes	Objeto de recurso	Régimen general	Supuestos especiales	Indemnización	Importe	Continuidad del contrato
Ejecución	Recogida de información sobre el alcance de la atención a víctimas de violencia contra las mujeres y sobre las características de los recursos de atención a mujeres víctimas de violencia	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Emakunde-Instituto Vasco de la Mujer	Dirección de EMAKUNDE	Emakunde-Instituto Vasco de la Mujer	Mesa de Contratación - EMAKUNDE - Instituto vasco de la mujer	Recogida de información sobre el alcance de la atención a víctimas de violencia contra las mujeres y sobre las características de los recursos de atención a mujeres víctimas de violencia	CM 04/2017586_00000000000000000000001		Si	Código:ES21,Descripción:País Vasco,Principal: Si		Código:73000000-2,Descripción:Servicios de investigación y desarrollo y servicios de consultoría conexos,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	17.930	21.695	21%(Tipo de IVA general)	17.930	21.695			11	No		No	1	Razón Social:FUNDACION EDE/ EDE FUNDAZIOA,Nacionalidad:España,Provincia:Bizkaia,UTE:No	13/01/2017	13/01/2017																	No																		No
Ejecución	Limpieza de la ingurugela de Bilbao durante el 2017, excepto agosto	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Medio Ambiente, Planificación Territorial y Vivienda	Dirección de Servicios	Medio Ambiente, Planificación Territorial y Vivienda	Mesa de Contratación - Medio Ambiente, Planificación Territorial y Vivienda	Limpieza de la ingurugela de Bilbao durante el 2017, excepto agosto	007P/2017577_00000000000000000000001		Si	Código:ES213,Descripción:Bizkaia,Principal: Si		Código:90919200-4,Descripción:Servicios de limpieza de oficinas,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	7.852,91	9.502	21%(Tipo de IVA general)	7.852,91	9.502			11	No		No	1	Razón Social:ALBIA SERVICIOS INTEGRALES LIMPIEZA, S.L.,Nacionalidad:España,Provincia:Bizkaia,UTE:No	03/01/2017	03/01/2017																	No																		No
Ejecución	Limpieza de la ingurugela de Donostia durante el 2017, excepto agosto	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Medio Ambiente, Planificación Territorial y Vivienda	Dirección de Servicios	Medio Ambiente, Planificación Territorial y Vivienda	Mesa de Contratación - Medio Ambiente, Planificación Territorial y Vivienda	Limpieza de la ingurugela de Donostia durante el 2017, excepto agosto	008P/2017577_00000000000000000000001		Si	Código:ES212,Descripción:Gipuzkoa,Principal: Si		Código:90919200-4,Descripción:Servicios de limpieza de oficinas,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	4.007,93	4.850	21%(Tipo de IVA general)	4.007,93	4.850			11	No		No	1	Razón Social:GALAXIA  FACILITIES, S.L.,Nacionalidad:España,Provincia:Gipuzkoa,UTE:No	03/01/2017	03/01/2017																	No																		No
Ejecución	Mantenimiento de los equipos de control de calidad del agua de la estación de Etura	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Agencia Vasca del Agua	Dirección General de la Agencia Vasca del Agua	Agencia Vasca del Agua	Mesa de Contratación - Agencia Vasca del Agua	Mantenimiento de los equipos de control de calidad del agua de la estación de Etura	URA/001M/2017592_00000000000000000000001		Si	Código:ES21,Descripción:País Vasco,Principal: Si		Código:45259000-7,Descripción:Reparación y mantenimiento de instalaciones,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	9.372	11.340		9.372	11.340			12	No		No	3	Razón Social:HACH LANGE SPAIN, S.L.U.,Nacionalidad:España,Provincia:Bizkaia,UTE:No	13/01/2017	13/01/2017																	No																		No
Ejecución	Suministro e instalación de diverso material para el Columbario de Elgoibar	Suministros	2017	No	CAPV	CCAA		Gobierno Vasco	Instituto de la Memoria, la Convivencia y los Derechos Humanos	Director/a del Instituto de la Memoria, la Convivencia y los Derechos Humanos	Instituto de la Memoria, la Convivencia y los Derechos Humanos	Mesa de contratación - Instituto de la Memoria, la Convivencia y los Derechos Humanos	Suministro e instalación de diverso material para el Columbario de Elgoibar	GOGORA 2017-06593_00000000000000000000001		Si	Código:ES212,Descripción:Gipuzkoa,Principal: Si		Código:31500000-1,Descripción:Material de iluminación y lámparas eléctricas,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	6.897,94	8.347	21%(Tipo de IVA general)	6.897,94	8.347			1	No		No	1	Razón Social:XABIER GALLASTEGUI IDIGORAS,Nacionalidad:España,Provincia:Gipuzkoa,UTE:No	13/01/2017	13/01/2017																	No																		No
Ejecución	Mantenimiento de puertas de accesos exteriores y garajes de los inmuebles de gestión unificada de Vitoria-Gasteiz y suministro de repuestos para el año 2017	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Gobernanza Pública y Autogobierno	Viceconsejería de Administración y Servicios Generales	Gobernanza Pública y Autogobierno	Mesa de Contratación - Recursos Generales	Contratación de mantenimiento completo para el 2016 de 34 puertas y barreras de acceso	KM/2017/006/AURREK574_00000000000000000000001		Si	Código:ES211,Descripción:Araba/Álava,Principal: Si		Código:48921000-0,Descripción:Sistema de automatización,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	15.000	18.150	21%(Tipo de IVA general)	15.000	18.150			12	No		No	3	Razón Social:PORMATIC, SL,Nacionalidad:España,Provincia:Araba/Álava,UTE:No	11/01/2017	11/01/2017																	No																		No
Ejecución	Mantenimiento de puertas peatonales de Lakua y suministro de repuestos para el año 2017	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Gobernanza Pública y Autogobierno	Viceconsejería de Administración y Servicios Generales	Gobernanza Pública y Autogobierno	Mesa de Contratación - Recursos Generales	Mantenimiento de puertas automáticas peatonales regulado por el código técnico de la edificación que obliga a la propiedad a establecer un contrato con empresa autorizada	KM/2017/007/AURREK574_00000000000000000000001		Si	Código:ES211,Descripción:Araba/Álava,Principal: Si		Código:48921000-0,Descripción:Sistema de automatización,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	5.000	6.050	21%(Tipo de IVA general)	5.000	6.050			12	No		No	3	Razón Social:PORMATIC, SL,Nacionalidad:España,Provincia:Araba/Álava,UTE:No	12/01/2017	12/01/2017																	No																		No
Ejecución	Servicio de contenedores higiénicos en aseos de Lakua, Samaniego y Zuzenean para el año 2017	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Gobernanza Pública y Autogobierno	Viceconsejería de Administración y Servicios Generales	Gobernanza Pública y Autogobierno	Mesa de Contratación - Recursos Generales	Colocación y mantenimiento de unidades contenedoras higiénico-sanitarias en los aseos de señoras de Lakua (216 contenedores), Samaniego (17 contenedores) y Zuzenean (4 contenedores)	KM/2017/009/AURREK574_00000000000000000000001		Si	Código:ES211,Descripción:Araba/Álava,Principal: Si		Código:85142300-9,Descripción:Servicios de higiene,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	5.545,85	6.100	10%(Tipo de IVA reducido)	5.545,85	6.100			12	No		No	3	Razón Social:EUROPEA SERVICIOS HIGIENE EURO SERVHI SA,Nacionalidad:España,Provincia:Bizkaia,UTE:No	12/01/2017	12/01/2017																	No																		No
Ejecución	Servicio de contenedores higiénicos en aseos de diversos edificios del Gobierno Vasco en Bizkaia y Gipuzkoa para el 2017	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Gobernanza Pública y Autogobierno	Viceconsejería de Administración y Servicios Generales	Gobernanza Pública y Autogobierno	Mesa de Contratación - Recursos Generales	Asistencia para colocación y mantenimiento de unidades contenedoras higiénico-sanitarias en los aseos de señoras de los edificios siguientes con 86 unidades en Bizkaia y 65 en Gipuzkoa	KM/2017/012/AURREK574_00000000000000000000001		Si	Código:ES213,Descripción:Bizkaia,Principal: Si		Código:85142300-9,Descripción:Servicios de higiene,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	3.624	3.986	10%(Tipo de IVA reducido)	3.624	3.986			12	No		No	1	Razón Social:SERVICIO CONTENEDORES HIGIENICOS,Nacionalidad:España,Provincia:Bizkaia,UTE:No	13/01/2017	13/01/2017																	No																		No
Ejecución	Mantenimiento de los ascensores del edificio Easo, 10 de Donostia-San Sebastián	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Gobernanza Pública y Autogobierno	Viceconsejería de Administración y Servicios Generales	Gobernanza Pública y Autogobierno	Mesa de Contratación - Recursos Generales	Establecimiento de contrato con empresa autorizada para el mantenimiento de ascensores	KM/2017/013/AURREK574_00000000000000000000001		Si	Código:ES212,Descripción:Gipuzkoa,Principal: Si		Código:50750000-7,Descripción:Servicios de mantenimiento de ascensores,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	5.466,85	6.615	21%(Tipo de IVA general)	5.466,85	6.615			12	No		No	1	Razón Social:THYSSENKRUPP ELEVADORES, S.L.,Nacionalidad:España,Provincia:Madrid,UTE:No	13/01/2017	13/01/2017																	No																		No
Ejecución	Mantenimiento de sistemas de alimentación ininterrumpida en los inmuebles de gestión unificada durante el año 2017	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Gobernanza Pública y Autogobierno	Viceconsejería de Administración y Servicios Generales	Gobernanza Pública y Autogobierno	Mesa de Contratación - Recursos Generales	Los edificios de gestión centralizada disponen de equipos SAI que precisan mantenimineto y un servicio de atención 24 X 7 dada la función de seguridad que desempeñan	KM/2017/008/AURREK574_00000000000000000000001		Si	Código:ES211,Descripción:Araba/Álava,Principal: Si		Código:31600000-2,Descripción:Equipo y aparatos eléctricos,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	5.256,89	6.361	21%(Tipo de IVA general)	5.256,89	6.361			12	No		No	1	Razón Social:EMERSON NETWORK POER SA,Nacionalidad:España,Provincia:Madrid,UTE:No	12/01/2017	12/01/2017																	No																		No
Ejecución	Trabajos de desinfección, desinsectación y desratización en los edificios de gestión unificada de Bilbao y Donostia-San Sebastián para el año 2017	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Gobernanza Pública y Autogobierno	Viceconsejería de Administración y Servicios Generales	Gobernanza Pública y Autogobierno	Mesa de Contratación - Recursos Generales	Servicio integral de mantenimiento con tratamiento inicial intensivo o de choque seguido de un plan de asistencia mensual de revisión y/o reposición de los cebos colocados y atención a los avisos urgentes por parte de Eusko Jaurlaritza / Gobierno Vasco..	KM/2017/011/AURREK574_00000000000000000000001		Si	Código:ES21,Descripción:País Vasco,Principal: Si		Código:90921000-9,Descripción:Servicios de desinfección y exterminio,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	7.471,84	9.041	21%(Tipo de IVA general)	7.471,84	9.041			12	No		No	1	Razón Social:COMERCIAL ALDAZABAL, S.L.,Nacionalidad:España,Provincia:Bizkaia,UTE:No	12/01/2017	12/01/2017																	No																		No
Ejecución	Mantenimiento de los ascensores de los edificios de gestión unificada sitos en Andía 13, Intxaurrondo 70, Donostia-San Sebastián	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Gobernanza Pública y Autogobierno	Viceconsejería de Administración y Servicios Generales	Gobernanza Pública y Autogobierno	Mesa de Contratación - Recursos Generales	Mantenimiento de ascensores según reglamento de aparatos elevadores que obliga  a la propiedad a establecer un contrato al respecto con empresa autorizada	KM/2017/014/AURREK574_00000000000000000000001		Si	Código:ES212,Descripción:Gipuzkoa,Principal: Si		Código:50750000-7,Descripción:Servicios de mantenimiento de ascensores,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	7.813,44	9.454	21%(Tipo de IVA general)	7.813,44	9.454			12	No		No	1	Razón Social:ULAHI,Nacionalidad:España,Provincia:Gipuzkoa,UTE:No	13/01/2017	13/01/2017																	No																		No
Ejecución	Memoria gasto de mantenimiento fotocopiadora Xerox 4127 durante el año 2017, imprenta y reprografía	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Gobernanza Pública y Autogobierno	Viceconsejería de Administración y Servicios Generales	Gobernanza Pública y Autogobierno	Mesa de Contratación - Recursos Generales	Mantenimiento del equipo XEROX 4127 durante 2017 incluyendo mano de obra como recambios para el correcto funcionamiento de la máquina y el toner a consumir	KM/2017/016/AURREK574_00000000000000000000001		Si	Código:ES211,Descripción:Araba/Álava,Principal: Si		Código:79520000-5,Descripción:Servicios de reprografía,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	4.132	5.000	21%(Tipo de IVA general)	4.132	5.000			12	No		No	1	Razón Social:XEROX ESPAÑA, S.A.,Nacionalidad:España,Provincia:Madrid,UTE:No	13/01/2017	13/01/2017																	No																		No
Ejecución	Mantenimiento de los ascensores del edificio de gestión unificada sito en C/ Vitoria-Gasteiz 3, Donostia- San Sebastián 2017	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Gobernanza Pública y Autogobierno	Viceconsejería de Administración y Servicios Generales	Gobernanza Pública y Autogobierno	Mesa de Contratación - Recursos Generales	Establecimiento de contrato con empresa autorizada como obligación de la propiedad del mantenimiento de los ascensores regulado por el reglamento de aparatos elevadores	KM/2017/015/AURREK574_00000000000000000000001		Si	Código:ES212,Descripción:Gipuzkoa,Principal: Si		Código:50750000-7,Descripción:Servicios de mantenimiento de ascensores,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	3.201,60	3.874	21%(Tipo de IVA general)	3.201,60	3.874			12	No		No	1	Razón Social:SCHINDLER, S.A.,Nacionalidad:España,Provincia:Gipuzkoa,UTE:No	13/01/2017	13/01/2017																	No																		No
Ejecución	Mantenimiento aplicación informática SIFEI FONDOS FEDER 2007-2013 Y 2014-2020	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Hacienda y Economía	Dirección de Servicios	Hacienda y Economía		Mantenimiento aplicación informática SIFEI FONDOS FEDER 2007-2013 Y 2014-2020	2017/003/001578_00000000000000000000001		Si	Código:ES211,Descripción:Araba/Álava,Principal: Si		Código:72500000-0,Descripción:Servicios informáticos,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	17.999,99	21.780	21%(Tipo de IVA general)	17.999,99	21.780			12	No		No	1	Razón Social:IA SOFT ARAGON S.L.,Nacionalidad:España,Provincia:Zaragoza,UTE:No	09/01/2017	09/01/2017																	No																		No
Ejecución	Servicio de limpieza del Palacio Artaza	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Presidencia del Gobierno - Lehendakaritza	Secretaría General de la Presidencia	Presidencia del Gobierno - Lehendakaritza	Mesa de Contratación - Presidencia	Servicio de limpieza del Palacio Artaza	CM/DS/016/2017573_00000000000000000000001		Si	Código:ES213,Descripción:Bizkaia,Principal: Si		Código:90910000-9,Descripción:Servicios de limpieza,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	10.080	12.197	21%(Tipo de IVA general)	10.080	12.197			12	No		No	1	Razón Social:AEXA OBRAS Y SERVICIOS, S.L.,Nacionalidad:España,Provincia:Bizkaia,UTE:No	17/01/2017	17/01/2017																	No																		No
Ejecución	Limpieza de oficina en Bilbao	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Presidencia del Gobierno - Lehendakaritza	Secretaría General de la Presidencia	Presidencia del Gobierno - Lehendakaritza	Mesa de Contratación - Presidencia	Limpieza de oficina en Bilbao	CM/DS/017/2017573_00000000000000000000001		Si	Código:ES213,Descripción:Bizkaia,Principal: Si		Código:90919200-4,Descripción:Servicios de limpieza de oficinas,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	1.380	1.670	21%(Tipo de IVA general)	1.380	1.670			12	No		No	1	Razón Social:ELOSA NORTE, S.A.,Nacionalidad:España,Provincia:Bizkaia,UTE:No	17/01/2017	17/01/2017																	No																		No
Ejecución	Suministro e instalación de mobiliario para los oficios del Punto de Encuentro familiar ubicado en C/ Sagarminaga 8 y C/ Georgia 3 de Bilbao	Suministros	2017	No	CAPV	CCAA		Gobierno Vasco	Gobernanza Pública y Autogobierno	Dirección de Servicios	Gobernanza Pública y Autogobierno	Mesa de Contratación - Gobernanza Pública y Autogobierno	Suministro e instalación de mobiliario para los oficios del Punto de Encuentro familiar ubicado en C/ Sagarminaga 8 y C/ Georgia 3 de Bilbao	M-001/2017 DGPA574_00000000000000000000001		Si	Código:ES213,Descripción:Bizkaia,Principal: Si		Código:39100000-3,Descripción:Mobiliario,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	4.620,50	5.591	21%(Tipo de IVA general)	4.620,50	5.591			12	No		No	1	Razón Social:INTERMEDIACIÓN Y FINANZAS MAXWELL S.L.,Nacionalidad:España,Provincia:Bizkaia,UTE:No	02/01/2017	02/01/2017																	No																		No
Ejecución	Mantenimiento, reparación y conservación de las zonas verdes del Centro de Interpretación Medioambiental de Peñas Negras durante el 2017	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Medio Ambiente, Planificación Territorial y Vivienda	Dirección de Servicios	Medio Ambiente, Planificación Territorial y Vivienda	Mesa de Contratación - Medio Ambiente, Planificación Territorial y Vivienda	Mantenimiento, reparación y conservación de las zonas verdes del Centro de Interpretación Medioambiental de Peñas Negras durante el 2017	011P/2017577_00000000000000000000001		Si	Código:ES213,Descripción:Bizkaia,Principal: Si		Código:77310000-6,Descripción:Servicios de plantación y mantenimiento de zonas verdes,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	1.836	2.222	21%(Tipo de IVA general)	1.836	2.222			12	No		No	1	Razón Social:GORKA LOPATEGUI ORUE,Nacionalidad:España,Provincia:Bizkaia,UTE:No	02/01/2017	02/01/2017																	No																		No
